id,genres,cast,vote_average,director,keywords
154,"['Drama', 'Thriller', 'Crime']","['Jack Nicholson', 'Leonardo DiCaprio', 'Matt Damon', 'Mark Wahlberg', 'Vera Farmiga', 'Martin Sheen', 'Ray Winstone', 'Anthony Anderson', 'Alec Baldwin', 'Kevin Corrigan', 'James Badge Dale', ""David O'Hara"", 'Robert Wahlberg', 'Kristen Dalton', 'Thomas B. Duffy', 'Richard Hughes', 'Chance Kelly', 'Larry Mitchell', 'Mark Rolston', 'J. C. MacKenzie', 'Mary Klug', ""Robert 'Toshi' Kar Yuen Chan"", 'Peg Holzemer', 'Gurdeep Singh', 'Armen Garo', 'John Cenatiempo', 'Brian Smyj', 'William Severs', 'Douglas Crosby', 'Dorothy Lyman', 'Audrie Neenan', 'Conor Donovan', 'Patrick Coppola', ""Mick O'Rourke"", 'Nellie Sciutto', 'Henry Yuk', 'John Rue', 'Joseph P. Reidy', 'John Farrer', 'Billy Smith', 'Brian Haley', 'Terry Serpico', 'Jay Giannone', 'David Conley', 'Tracey Paleo', 'Jill Brown', 'Tom Kemp', 'Kevin P. McCarthy', 'Chris Fischer', 'Joseph Riccobene', 'Johnny Cicco', 'Lyman Chen', 'Shay Duffin', 'David Fischer', 'Emma Tillinger Koskoff', ""Craig 'Radioman' Castaldo"", 'Francesca Scorsese', 'Dennis Lynch', 'Michael Byron', 'Takumi Bando', 'Eric Bruno Borgman', 'Brendan Burke', 'Chris Chinn', 'Jeffrey Corazzini', 'Jim Ford', 'Trudi Goodman', 'Steve Lord', 'Jack McCullough', 'Osmani Rodriguez', 'Lawrence Cameron Steele', 'Conor Timmis', 'Joseph Oliveira', 'Adam Masnyk', 'John Franchi', 'Paul McGillicuddy', 'Kim Carrell', 'Robert Myers', 'Rebecca Love', 'Kadrolsha Ona Carole']",8.2,Martin Scorsese,"['undercover', 'boston, massachusetts', 'police', 'friends', 'remake', 'mafia', 'undercover cop', 'mobster', 'mole', 'state police', 'police training', 'realtor']"
155,"['Drama', 'History']","['Anthony Hopkins', 'John Hurt', 'Anne Bancroft', 'John Gielgud', 'Wendy Hiller', 'Freddie Jones', 'Michael Elphick', 'Hannah Gordon', 'Helen Ryan', 'John Standing', 'Dexter Fletcher', 'Lesley Dunlop', 'Phoebe Nicholls', 'Pat Gorman', 'Kenny Baker', 'Claire Davenport', 'Orla Pederson', 'Patsy Smart', 'Kathleen Byron', 'William Morgan Sheppard', 'Frederick Treves', 'Richard Hunter', 'Robert Lewis Bush', 'Roy Evans', 'Joan Rhodes', 'Nula Conwell', 'Tony London', 'Alfie Curtis', 'Bernadette Milnes', 'Carol Harrison', 'Hugh Manning', 'Dennis Burgess', 'Fanny Carby', 'Gerald Case', 'David Ryall', 'Deirdre Costello', 'Pauline Quirke', 'Marcus Powell', 'Lesley Scoble', 'Eiji Kusuhara', 'Patricia Hodge', 'Tommy Wright', 'Peter Davidson', 'John Rapley', 'Janie Kells', 'Lydia Lisle', 'Eric Bergren', 'Christopher De Vore', 'Harry Fielder', 'David Lynch', 'Ralph Morse', 'Fred Wood', 'Stromboli', 'James Cormack', 'Brenda Kempner', 'Chris Greener', 'Gilda Cohen', 'Teri Scoble', 'Robert Day', 'Hugh Spight', 'Teresa Codling', 'Marion Betzold', 'Caroline Haigh', 'Florenzio Morgado', 'Victor Kravchenko', 'Beryl Hicks', 'Michele Amas', 'Lucie Alford', 'Penny Wright', 'Jack Armstrong', 'Adam Caine', 'Tony Clarkin', 'Dave Cooper', 'Chick Fowles', 'Norman Gay', 'Juba Kennerley', 'Jay McGrath', 'Henry Roberts', 'Kevin Schumm', 'Ian Selby', 'Guy Standeven', 'Reg Thomason']",8.1,David Lynch,"['exploitation', 'biography', 'based on a true story', 'hospital', 'curiosity', 'sideshow', 'disfigurement', 'physical deformity', 'freak', '19th century', 'dignity']"
156,['Horror'],"['Ellen Burstyn', 'Linda Blair', 'Max von Sydow', 'Lee J. Cobb', 'Kitty Winn', 'Jack MacGowran', 'Jason Miller', ""William O'Malley"", 'Barton Heyman', 'Peter Masterson', 'Rudolf Schündler', 'Gina Petrushka', 'Robert Symonds', 'Arthur Storch', 'Thomas Bermingham', 'Vasiliki Maliaros', 'Titos Vandis', 'John Mahon', 'Wallace Rooney', 'Ron Faber', 'Donna Mitchell', 'Roy Cooper', 'Robert Gerringer', 'Mercedes McCambridge', 'Paul Bateson', 'Elinore Blair', 'William Peter Blatty', 'Mary Boylan', 'Dick Callinan', 'Mason Curry', 'Toni Darnay', 'Eileen Dietz', 'Joanne Dusseau', 'Bernard Eismann', 'Beatrice Hunter', 'Yvonne Jones', 'Don LaBonte', 'Barton Lane', 'Ann Miles', 'John Nicola', 'Vincent Russell', 'Gerard F. Yates']",7.7,William Friedkin,"['exorcism', 'holy water', 'religion and supernatural', 'vomit', 'possession', 'profanity', 'priest', 'ouija board', 'satan', 'paranormal phenomena', 'demon', 'strong language', 'disturbed child', 'crisis of faith', 'sfx']"
157,"['Action', 'Adventure', 'Comedy', 'Drama', 'War']","['Buster Keaton', 'Marion Mack', 'Glen Cavender', 'Jim Farley', 'Frederick Vroom', 'Charles Henry Smith', 'Joe Keaton', 'Al St. John', 'Frank Barnes', 'Mike Donlin', 'Tom Nawn', 'Jimmy Bryant', 'Budd Fine', 'Ray Hanford', 'Charles Phillips', 'Eddie Foster', 'Frank Hagney', 'Jack Hanlon', 'Edward Hearn', 'Hilliard Karr', 'Louis Lewyn', 'Elgin Lessley']",8.1,Clyde Bruckman,"['spy', 'southern usa', 'general', 'fiancé', 'cannon', 'bridge', 'engineer', 'army', 'attack', 'train', 'silent film', 'behind enemy lines', 'american civil war']"
158,"['Drama', 'Crime']","['Al Pacino', 'Marlon Brando', 'James Caan', 'Robert Duvall', 'Richard S. Castellano', 'Diane Keaton', 'Talia Shire', 'Gianni Russo', 'Sterling Hayden', 'Al Lettieri', 'Abe Vigoda', 'John Cazale', 'Richard Conte', 'John Marley', 'Rudy Bond', 'Al Martino', 'Morgana King', 'Lenny Montana', 'John Martino', 'Salvatore Corsitto', 'Alex Rocco', 'Tony Giorgio', 'Victor Rendina', 'Simonetta Stefanelli', 'Saro Urzì', 'Sofia Coppola', 'Louis Guss', 'Gabriele Torrei', 'Tony King', 'Richard Bright', 'Vito Scotti', 'Tere Livrano', 'Julie Gregg', 'Angelo Infanti', 'Corrado Gaipa', 'Franco Citti', 'Max Brandt', 'Carmine Coppola', 'Roman Coppola', 'Don Costello', 'Robert Dahdah', 'Gray Frederickson', 'Ron Gilbert', 'Sonny Grosso', 'Joe Lo Grippo', 'Randy Jurgensen', 'Tony Lip', 'Lou Martini Jr.', 'Raymond Martino', 'Joseph Medaglia', 'Rick Petrucelli', 'Sal Richards', 'Tom Rosqui', 'Frank Sivero', 'Filomena Spagnuolo', 'Nick Vallelonga', 'Joe Spinell', 'Conrad Yama']",8.7,Francis Ford Coppola,"['italy', 'loss of loved one', 'love at first sight', 'italian american', 'based on novel or book', 'europe', 'patriarch', 'organized crime', 'mafia', 'lawyer', 'crime family', 'rise to power', 'mob boss', '1940s', '1950s']"
159,"['Adventure', 'Comedy', 'Drama']","['Charlie Chaplin', 'Georgia Hale', 'Mack Swain', 'Tom Murray', 'Henry Bergman', 'Malcolm Waite', 'Harry Arras', 'James Dime', 'Charles Force', 'J. C. Fowler', 'Ray Grey', 'William Hackett', 'Jack Herrick', 'George Holt', 'Chris-Pin Martin', 'Clyde McAtee', 'Steve Murphy', 'Frank Rice', 'Joe Smith', 'John Wallace', 'Albert Austin', 'Heinie Conklin', 'Al Ernest Garcia', 'John Rand', 'Tom Wood', 'Kay Deslys', 'Joan Lowell', 'Betty Morrissey', 'Inez Gomez', 'Helen Hayward', 'Betty Pierce', 'Jane Sherman', 'Bess Wade', 'Mary Williams', 'Sid Grauman', 'Lita Grey', 'Margarita Martín', 'Barbara Pierce', 'Tiny Sandford', 'Larry Steers']",8.0,Charlie Chaplin,"['river', 'gold', 'dance', 'worker', 'cabin', 'gold rush', 'thanksgiving', 'love', 'alaska', 'silent film', 'klondike', 'little tramp', 'dance hall']"
160,"['Comedy', 'Drama']","['Dustin Hoffman', 'Anne Bancroft', 'Katharine Ross', 'Murray Hamilton', 'Buck Henry', 'Brian Avery', 'Walter Brooke', 'William Daniels', 'Elizabeth Wilson', 'Norman Fell', 'Alice Ghostley', 'Marion Lorne', 'Eddra Gale', 'Richard Dreyfuss', 'Arthur Tovey', ""William H. O'Brien"", 'Frank Baker', 'Elisabeth Fraser', 'Elaine May']",7.7,Mike Nichols,"['seduction', 'college', 'romance', 'los angeles, california', 'wedding', 'older woman younger man relationship', 'graduate', 'rape accusation']"
161,['Drama'],"['Henry Fonda', 'Jane Darwell', 'John Carradine', 'Charley Grapewin', 'Dorris Bowdon', 'Russell Simpson', 'O.Z. Whitehead', 'John Qualen', 'Eddie Quillan', 'Zeffie Tilbury', 'Frank Sully', 'Frank Darien', 'Darryl Hickman', 'Shirley Mills', 'Roger Imhof', 'Grant Mitchell', 'Charles D. Brown', 'John Arledge', 'Ward Bond', 'Harry Tyler', 'William Pawley', 'Charles Tannen', 'Selmer Jackson', 'Charles Middleton', 'Eddy Waller', 'Paul Guilfoyle', 'David Hughes', 'Cliff Clark', 'Joe Sawyer', 'Frank Faylen', 'Adrian Morris', 'Hollis Jewell', 'Robert Homans', 'Irving Bacon', 'Kitty McHugh', 'Gino Corrado', 'Pat Flaherty', 'Francis Ford', 'Herbert Heywood', 'Mae Marsh', 'Dan White', 'Wally Albright', 'Erville Alderson', 'Robert J. Anderson', 'Arthur Aylesworth', 'Trevor Bardette', 'Joe Bordeaux', 'George P. Breakston', 'Buster Brodie', 'Delmar Costello', 'W.H. Davis', 'Emily Gerdes', 'Barney Gilmore', 'Edna Hall', 'Charles Herzinger', 'Harry Holden', 'David Kirkland', 'Lillian Lawrence', 'Scotty Mattraw', 'Frank Newburg', 'Walter Perry', 'Rose Plumer', 'Al Stewart', 'Charles Thurston', 'D.H. Turner', 'John Wallace', 'Charles West', 'Russ Clark', 'James Flavin', 'Philip Morris', 'Max Wagner', 'Shirley Coates', 'Harry Cording', 'Ralph Dunn', 'Bob Reeves', 'Lee Shumway', 'Paul Sutton', 'William Haade', ""Frank O'Connor"", 'Harry Tenbrook', 'Tom Tyler', 'Jim Corey', 'John Dilson', 'Thornton Edwards', 'Rex Lease', 'Ben Hall', 'Louis Mason', 'Walter McGrail', 'Walter Miller', ""George O'Hara"", 'Ted Oliver', 'Inez Palange', 'Steve Pendleton', 'Robert Shaw', 'Jack Pennick', 'Dick Rich', 'Gloria Roy', 'Peggy Ryan', 'Georgia Simmons', 'Harry Strang', 'Glen Walters', 'Norman Willis', 'Bill Wolfe', 'Waclaw Rekwart', 'Josephine Allen', 'John Binns', 'Leon Brace', 'Henry Brahe', 'Scotty Brown', 'Hal Budlong', 'Nora Bush', 'Russ Clark', 'Shirley Coates', 'Cal Cohen', 'Cecil Cook', 'Jim Corey', 'Jane Crowley', 'Helen Dean', 'John Dilson', 'Lillian Drew']",7.8,John Ford,"['california', 'capitalism', 'based on novel or book', 'ex-detainee', 'oklahoma', 'farm', 'great depression', 'road trip', 'jail']"
162,['Comedy'],"['Charlie Chaplin', 'Jack Oakie', 'Reginald Gardiner', 'Henry Daniell', 'Billy Gilbert', 'Grace Hayle', 'Carter DeHaven', 'Paulette Goddard', 'Maurice Moscovitch', 'Emma Dunn', 'Bernard Gorcey', 'Paul Weigel', 'Chester Conklin', 'Esther Michelson', 'Hank Mann', 'Florence Wright', 'Eddie Gribbon', 'Rudolph Anders', 'Eddie Dunn', 'Nita Pike', 'George Lynn', 'Wheeler Dryden', 'Fred Aldrich', 'Richard Alexander', 'Sig Arno', 'William Arnold', 'Joe Bordeaux', 'Don Brodie', 'Gino Corrado', 'John Davidson', 'Max Davidson', 'Lew Davis', 'Pat Flaherty', 'Bud Geary', 'Sam Harris', 'Eddie Hart', 'Leyland Hodgson', 'William Irving', 'Charles Irwin', 'Ethelreda Leopold', 'Torben Meyer', 'Bert Moorhouse', 'Nellie V. Nichols', 'Manuel París', 'Jack Perrin', 'Lucien Prival', 'Cyril Ring', 'Henry Roquemore', 'Tiny Sandford', 'Hans Schumm', 'Harry Semels', 'Charles Sullivan', 'Carl Voss', 'Leo White', 'Harry Wilson', 'Hans Conried', 'Francis Ernest Drake', 'Francesca Santoro', 'Leonard Walker']",8.4,Charlie Chaplin,"['dictator', 'hairdresser', 'amnesia', 'fascism', 'world war ii', 'jewish ghetto', 'world war i', 'nazi', 'propaganda', 'national socialism', 'national socialist party', 'speech', 'satire', 'barbershop', 'fictitious country']"
163,"['Adventure', 'Drama', 'History', 'Thriller', 'War']","['Steve McQueen', 'James Garner', 'Richard Attenborough', 'James Donald', 'Charles Bronson', 'Donald Pleasence', 'James Coburn', 'Hannes Messemer', 'David McCallum', 'Gordon Jackson', 'John Leyton', 'Angus Lennie', 'Nigel Stock', 'Robert Graf', 'Jud Taylor', 'Hans Reiser', 'Harry Riebauer', 'William Russell', 'Robert Freitag', 'Ulrich Beiger', 'George Mikell', 'Lawrence Montaigne', 'Robert Desmond', 'Til Kiwe', 'Heinz Weiss', 'Tom Adams', 'Karl-Otto Alberty']",8.0,John Sturges,"['based on novel or book', 'optimism', 'switzerland', 'baseball', 'famous score', 'prisoner', 'shower', 'world war ii', 'prisoner of war', 'claustrophobia', 'nazi', 'machinegun', 'dystopia', 'attempt to escape', 'uniform', 'freedom', 'based on a true story', 'prison guard', 'tragedy', 'escape', 'swastika', 'barbed wire', 'solitary confinement', 'motorcycle', 'alps mountains']"
164,"['Fantasy', 'Drama', 'Crime']","['Tom Hanks', 'David Morse', 'Bonnie Hunt', 'Michael Clarke Duncan', 'James Cromwell', 'Michael Jeter', 'Graham Greene', 'Doug Hutchison', 'Sam Rockwell', 'Barry Pepper', 'Jeffrey DeMunn', 'Patricia Clarkson', 'Harry Dean Stanton', 'Dabbs Greer', 'Eve Brent', 'William Sadler', 'Mack Miles', 'Rai Tasco', 'Paula Malcomson', 'Christopher Joel Ives', 'Evanne Drucker', 'Bailey Drucker', 'Brian Libby', 'Brent Briscoe', 'Bill McKinney', 'Gary Sinise', 'Rachel Singer', 'Scotty Leavenworth', 'Bill Gratton', 'Dee Croxton', 'Rebecca Klingler', 'Gary Imhoff', 'Van Epperson', 'David E. Browning', 'Tommy Barnes', 'Wes Hall', 'Phil Hawn', 'Judy Herrera', 'Ted Hollis', 'Gower Mills', 'Arnold Montey', 'Garth Shaw', 'Jared Stovall', 'Todd Thompson', 'Ginger Rogers', 'Fred Astaire']",8.5,Frank Darabont,"['southern usa', 'mentally disabled', 'based on novel or book', 'death row', 'jail guard', 'great depression', 'supernatural', 'prison guard', 'jail', 'electric chair', 'magic realism', 'healing', '1930s']"
165,"['Adventure', 'Fantasy', 'Action']","['Ian McKellen', 'Martin Freeman', 'Richard Armitage', 'James Nesbitt', 'Ken Stott', 'Sylvester McCoy', 'Barry Humphries', 'Cate Blanchett', 'Ian Holm', 'Christopher Lee', 'Hugo Weaving', 'Elijah Wood', 'Andy Serkis', 'Aidan Turner', ""Dean O'Gorman"", 'Graham McTavish', 'Adam Brown', 'Peter Hambleton', 'John Callen', 'Mark Hadlow', 'Jed Brophy', 'William Kircher', 'Stephen Hunter', 'Lee Pace', 'Benedict Cumberbatch', 'Manu Bennett', 'Conan Stevens', 'Jeffrey Thomas', 'Michael Mizrahi', 'John Rawls', 'Stephen Ure', 'Luke Evans', 'Dan Hennah', 'Stephen Gledhill', 'Tim Gordon', 'Sonia Forbes Adam', 'Oscar Strik', 'Timothy Bartlett', 'Erin Banks', 'Brian Hotter', 'Eric Vespe', 'Mervyn Smith', 'Bret McKenzie', 'Kiran Shah', 'Glenn Boswell', 'Thomas Robins', 'Ruby Acevedo', 'Katie Jackson', 'Isaac Miller', 'Ella Olssen', 'Louis Ashbourne Serkis', 'Ruby Ashbourne Serkis', 'Sonny Ashbourne Serkis', 'Peter Jackson', 'Terry Notary']",7.3,Peter Jackson,"['riddle', 'elves', 'dwarf', 'orcs', 'hobbit', 'based on novel or book', 'mountain', 'wizard', 'journey', 'ring', 'goblin', 'courage', 'giant', 'tunnel', 'underground lake', 'buried treasure', 'climbing a tree', 'invisibility', 'ancient', 'gnomes', 'middle-earth']"
166,['Drama'],"['Paul Newman', 'Jackie Gleason', 'Piper Laurie', 'George C. Scott', 'Myron McCormick', 'Murray Hamilton', 'Michael Constantine', 'Stefan Gierasch', 'Jake LaMotta', 'Vincent Gardenia', 'Gordon B. Clarke', 'Clifford A. Pellow', 'Alexander Rose', 'Carolyn Coates', 'Carl York']",7.8,Robert Rossen,"['suicide', 'new york city', 'gambling', 'manager', 'alcohol', 'based on novel or book', 'bar', 'pool billiards', 'hustler', 'sports', 'party', 'money', 'game', 'drunk']"
167,"['Comedy', 'Drama']","['Charlie Chaplin', 'Jackie Coogan', 'Edna Purviance', 'Carl Miller', 'Albert Austin', 'Beulah Bains', 'Nellie Bly Baker', 'Henry Bergman', 'Edward Biby', 'F. Blinn', 'Kitty Bradbury', 'Frank Campeau', 'Bliss Chevalier', 'Frances Cochran', 'Elsie Codd', 'Jack Coogan Sr.', 'Estelle Cook', 'Lillian Crane', 'Dan Dillon', ""Philip D'Oench"", 'Robert Dunbar', 'Sadie Gordon', 'Lita Grey', 'Jules Hanft', 'Kathleen Kay', 'Raymond Lee', 'Clyde McAtee', 'John McKinnon', 'Lew Parker', 'Esther Ralston', 'Granville Redmond', 'Charles Reisner', 'Edgar Sherrod', 'S.D. Wilcox', 'Tom Wilson']",8.2,Charlie Chaplin,"['angel', 'suicide attempt', 'fistfight', 'slapstick', 'class differences', 'rich poor', 'foundling', 'silent film', 'dream sequence', 'semi autobiographical', 'car theft', 'little tramp', 'illegitimate child', 'unwed mother', 'abandoned baby', 'out of wedlock child', 'raised like own child', 'good deed doer']"
168,"['Crime', 'Drama', 'Thriller']","['Sterling Hayden', 'Coleen Gray', 'Vince Edwards', 'Jay C. Flippen', 'Ted de Corsia', 'Marie Windsor', 'Elisha Cook Jr.', 'Joe Sawyer', 'James Edwards', 'Timothy Carey', 'Kola Kwariani', 'Jay Adler', 'Tito Vuolo', 'Dorothy Adams', 'Herbert Ellis', 'James Griffith', 'Cecil Elliott', 'Joe Turkel', 'Steve Mitchell', 'Mary Carroll', 'William Benedict', 'Charles Cane', 'Robert B. Williams', 'Tom Coleman', 'Rodney Dangerfield', 'Franklyn Farnum', 'John George', 'Art Gilmore', 'Kenner G. Kemp', 'Carl M. Leviness', 'Sol Gorss', 'Harry Hines', 'Hal J. Moore', 'Harvey Parry', 'Richard Reeves', 'Frank Richards', 'Arthur Tovey']",7.7,Stanley Kubrick,"['corruption', 'adultery', 'robbery', 'horse race', 'husband wife relationship', 'secret', 'way of life', 'sniper', 'ex-detainee', 'marriage crisis', 'femme fatale', 'noir', 'bag of money']"
169,"['Drama', 'History']","['Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter', 'Guy Pearce', 'Timothy Spall', 'Michael Gambon', 'Jennifer Ehle', 'Derek Jacobi', 'Freya Wilson', 'Ramona Marquez', 'Richard Dixon', 'Robert Portal', 'Eve Best', 'Paul Trussell', 'Adrian Scarborough', 'Andrew Havill', 'Charles Armstrong', 'Roger Hammond', 'Calum Gittins', 'Dominic Applewhite', 'Ben Wimsett', 'David Bamber', 'Jake Hathaway', 'Patrick Ryecart', 'Teresa Gallagher', 'Simon Chandler', 'Claire Bloom', 'Orlando Wells', 'Tim Downie', 'Dick Ward', 'John Albasiny', 'Danny Emes', 'Anthony Andrews', 'John Warnaby', 'Roger Parrott', 'Dean Ambridge', 'Julianne Buescher', 'James Currie', 'Graham Curry', 'Tony Earnshaw', 'Sean Talo']",7.7,Tom Hooper,"['great britain', 'radio', 'monarchy', 'stutter', 'palace', 'radio transmission', 'royal family', 'speech', 'marriage', 'based on a true story', 'royalty', 'death of father', '1930s', 'george vi', 'speech therapy', 'winston churchill', 'corgi']"
170,"['Family', 'Animation', 'Drama']","['Matthew Broderick', 'James Earl Jones', 'Jeremy Irons', 'Rowan Atkinson', 'Niketa Calame', 'Jim Cummings', 'Whoopi Goldberg', 'Robert Guillaume', 'Moira Kelly', 'Nathan Lane', 'Zoe Leader', 'Cheech Marin', 'Ernie Sabella', 'Madge Sinclair', 'Jonathan Taylor Thomas', 'Frank Welker', 'Cathy Cavadini', 'Judi M. Durand', 'Daamen J. Krall', 'David McCharen', 'Mary Linda Phillips', 'Phil Proctor', 'David J. Randolph', 'Sally Dworsky', 'Evan Saucedo', 'Brian Tochi', 'Jason Weaver', 'Joseph Williams', 'Laura Williams']",8.2,Rob Minkoff,"['loss of loved one', 'lion', 'father murder', 'manipulation', 'musical', 'wild boar', 'uncle', 'murder', 'shaman', 'redemption', 'king', 'scar', 'family', 'hyena', 'meerkat', 'mandrill', 'adapted into play or musical', 'murder confession']"
171,"['Adventure', 'Fantasy', 'Action']","['Elijah Wood', 'Ian McKellen', 'Liv Tyler', 'Viggo Mortensen', 'Sean Astin', 'Cate Blanchett', 'John Rhys-Davies', 'Bernard Hill', 'Christopher Lee', 'Billy Boyd', 'Dominic Monaghan', 'Orlando Bloom', 'Hugo Weaving', 'Miranda Otto', 'David Wenham', 'Brad Dourif', 'Andy Serkis', 'Sean Bean', 'Karl Urban', 'Craig Parker', 'John Noble', 'Bruce Allpress', 'John Bach', 'Sala Baker', 'Jed Brophy', 'Sam Comery', 'Calum Gittins', 'Phil Grieve', 'Bruce Hopkins', 'Paris Howe Strewe', 'Nathaniel Lees', 'John Leigh', 'Robbie Magasiva', 'Robyn Malcolm', 'Bruce Phillips', 'Robert Pollock', 'Olivia Tennet', 'Raymond Trickitt', 'Stephen Ure', 'Timothy Lee', 'Phillip Spencer Harris', 'Victoria Beynon-Cole', 'Lee Hartley', 'Billy Jackson', 'Katie Jackson', 'Frazer Anderson', 'Ben Barrington', 'Jarl Benzon', 'Jørn Benzon', 'Owen Black', 'Dorothy Anne Bonner', 'Ben Britton', 'Riley Brophy', 'Alistair Browning', 'Alix Bushnell', 'Sean Button', 'Ryan Carey', 'Rodney Cook', 'Augie Davis', 'Mana Hira Davis', 'Shane Dawson', 'Karlos Drinkwater', 'Aron Eastwood', 'Frank Edwards', 'Clint Elvy', 'Alexia Fairbrother', 'Daniel Falconer', 'Siaosi Fonua', 'Kester Fordham', 'Michael Fowler', 'Ben Fransham', 'Frank Goldingham', 'Winham Hammond', 'Jonathan Harding', 'Lucas Hayward', 'Dan Hennah', 'Jason Hood', 'Lani Jackson', 'Peter Jackson', 'Gareth Jensen', 'Sam Kelly', 'Richard Knowles', 'Sandro Kopp', 'Sam La Hood', 'Don Langridge', 'Michael Lawrence', 'Alan Lee', 'Cameron Lemon', 'Jono Manks', 'Brent McIntyre', 'Dra McKay', 'Joseph Mika-Hunt', 'Arnold Montey', 'Dean Morganty', 'Henry Mortensen', 'Francis Mountjoy', 'Paul Norell', 'Barrie M. Osborne', 'Allan Poppleton', 'Gareth Reeves', 'Miranda Rivers', 'Campbell Rousselle', 'Matthew Saville', 'Samuel E. Shore', 'Allan Smith', 'Dianne Smith', 'Marcus Thorne', 'Greg Tozer', 'Piripi Waretini', 'Tim Wong', 'John Wraight', 'Kelley Kerr Young', 'Robert Young']",8.3,Peter Jackson,"['elves', 'dwarf', 'orcs', 'hobbit', 'based on novel or book', 'explosive', 'cave', 'funeral', 'siege', 'fort', 'army', 'addiction', 'mission', 'attack', 'dragon', 'violence', 'guide', 'death', 'split personality', 'wizard', 'ring', 'live action and animation', 'sword and sorcery', 'middle-earth']"
172,"['Mystery', 'Crime', 'Thriller']","['Humphrey Bogart', 'Mary Astor', 'Peter Lorre', 'Sydney Greenstreet', 'Lee Patrick', 'Gladys George', 'Elisha Cook Jr.', 'Barton MacLane', 'Ward Bond', 'Jerome Cowan', 'James Burke', 'Murray Alper', 'John Hamilton', 'Charles Drake', 'Chester Gan', 'Creighton Hale', 'Robert Homans', 'William Hopper', 'Walter Huston', 'Hank Mann', 'Jack Mower', 'Emory Parnell']",7.8,John Huston,"['san francisco, california', 'loss of loved one', 'detective', 'noir', 'murder', 'statuette', 'private detective', 'black bird', 'sam spade', 'private eye']"
173,['Western'],"['John Wayne', 'James Stewart', 'Vera Miles', 'Lee Marvin', ""Edmond O'Brien"", 'Andy Devine', 'Ken Murray', 'John Carradine', 'Jeanette Nolan', 'John Qualen', 'Willis Bouchey', 'Carleton Young', 'Woody Strode', 'Denver Pyle', 'Strother Martin', 'Lee Van Cleef', 'Robert F. Simon', 'O.Z. Whitehead', 'Paul Birch', 'Joseph Hoover', 'Charles Akins', 'John Barton', 'Rudy Bowman', 'Chet Brandenburg', 'Jerry Brown', 'George Bruggeman', 'Noble Chissell', 'Russell Custer', 'Duke Fishman', 'Fritz Ford', 'Herman Hack', 'Jack Kenny', 'Richard LaMarr', 'Jack Lilley', 'Buddy Roosevelt', 'Jack Tornek', 'Sid Troy', 'Ralph Volkie', 'Max Wagner', 'Blackie Whiteford', 'Gertrude Astor', 'Helen Gibson', 'Eva Novak', 'Dorothy Phillips', 'Mario Arteaga', 'Chuck Hayward', 'Chuck Roberson', 'Jack Williams', 'Frank Baker', 'William Henry', 'Danny Borzage', 'Dick Cherney', 'Chuck Hamilton', 'Sam Harris', 'Lars Hensen', 'Tex Holden', 'Stuart Holmes', 'Jimmie Horan', 'Jack Perrin', ""'Snub' Pollard"", 'Robert Robinson', 'Scott Seaton', 'Rudy Sooter', 'Carl M. Leviness', 'King Mojave', 'Shug Fisher', 'Ben Frommer', 'Jack Pennick', 'Phil Schumacher', 'Tom Hennesy', ""Bryan 'Slim' Hightower"", 'Earle Hodgins', 'Michael Jeffers', 'Tom Smith', 'Cap Somers', 'Eddie Jauregui', 'Charles Morton', 'Ethan Laidlaw', 'Anna Lee', 'Ted Mapes', 'Montie Montana', 'Slim Talbot', 'Bob Morgan', 'Charles Seel', 'Bud Cokes', 'Jane Crowley', 'Larry Finley']",7.7,John Ford,"['gunslinger', 'showdown', 'funeral', 'legend', 'to shoot dead', 'outlaw', 'lawyer', 'rancher', 'stagecoach', 'cowboy']"
174,"['Thriller', 'Drama']","['Frank Sinatra', 'Laurence Harvey', 'Angela Lansbury', 'James Gregory', 'Janet Leigh', 'Henry Silva', 'Leslie Parrish', 'John McGiver', 'Khigh Dhiegh', 'James Edwards', 'Douglas Henderson', 'Albert Paulsen', 'Barry Kelley', 'Lloyd Corrigan', 'Madame Spivy', 'Bess Flowers', 'Leoda Richards', 'Reggie Nalder', 'Colin Kenny', 'Bert Stevens', 'Arthur Tovey', 'Paul Frees', 'Whit Bissell']",7.7,John Frankenheimer,"['cold war', 'communist', 'korean war', 'step parents', 'conspiracy', 'brainwashed assassin', 'brainwashing', 'election', 'presidential candidate', 'sleeper agent', 'queen of diamonds', 'korea']"
